temperature,humidity,smoke_ppm,label
37.27829560601219,61.648842155935725,3425.2161414908796,0
53.87441134015047,30.230881786334336,3768.845786849137,1
24.609058267932024,78.22383875422193,3312.3380731550155,0
24.220866951874452,71.77246172978934,3298.091645254002,0
27.86430118543625,68.22719556015589,3446.8017774994405,0
63.56461733338549,25.561866980865712,3762.2865801448156,1
37.424431476863525,49.46395256887862,3564.462179646359,0
22.41684111747781,60.073874182127746,3383.8580379438727,0
61.19545832055647,29.413994825755292,3779.0291196889552,1
29.787857299947145,72.231199801718,3280.672701576107,0
53.38021910546319,39.72595066136515,3742.075006681516,1
29.791521034713426,66.19529393142122,3567.008647801878,0
78.06063285931238,26.27517796378729,3932.8063583842386,1
27.122933854274226,56.36557437388336,3328.108806946905,0
33.37869710998975,73.10739453259201,3383.797242808262,0
29.336361697318303,61.15243372431435,3277.836059418847,0
21.404542505874748,53.7291625266857,3429.4761344247954,0
32.52770796964543,61.989487993790945,3326.294985528001,0
63.20029164982145,41.36700461229088,3723.1551126518625,1
28.28629807806712,49.22256562989462,3509.9312587110244,0
31.83985273471655,53.61353576041276,3517.251059361328,0
32.32671686729492,46.57923253054213,3469.8048727254018,0
25.108062504634063,47.651497824782076,3408.883372014636,0
30.528356628691427,47.302065278002374,3525.039980429067,0
39.82690121725379,40.07236667218544,3302.241997178268,0
50.642886524732184,21.06306592293157,3705.6526425287993,1
63.951817050631306,41.6761670020839,3760.238542654302,1
22.818244238397277,46.35577895184116,3415.656407997253,0
59.81820401630655,31.629544979402244,3761.366734900256,1
22.549001828908114,56.03049189863795,3299.907578456015,0
37.525505404291934,46.796430381497814,3346.637949669849,0
32.72881505567282,43.21292630839971,3378.87339338609,0
29.846621604463856,42.514667508914734,3368.2039619134857,0
32.0156941677001,64.93842370162051,3502.1171778658486,0
62.87642839107053,28.795057429732232,3733.55574782058,1
61.60262264353676,35.952075216738564,3746.781522767944,1
30.456627737141257,55.95657249132529,3411.2263446500865,0
22.957742242933882,47.988890298567966,3436.5956365564325,0
22.8693604218253,75.00136650144421,3564.6861676907606,0
24.791472207229482,41.39644680553567,3303.727866490496,0
24.107770852597923,46.67807006385588,3324.866288862244,0
21.469483096204364,59.982737597226205,3434.348153993245,0
22.141192301730076,51.71497812710301,3430.270134730126,0
27.36429095821529,77.45599915915784,3331.2170860624115,0
25.702248526589308,41.01798546768613,3563.515049049565,0
27.33650339316752,47.89882356245067,3572.388595279052,0
75.33199388101288,27.69688759309677,3970.0374942072067,1
24.26743685522606,41.821407668619386,3500.5485209735916,0
21.496395630546495,69.35448275605187,3418.407011112138,0
58.330837372322534,40.30014065038743,3709.260772939624,1
34.62106545120939,64.61522302967423,3502.348084781637,0
62.851990521932564,21.017109913671167,3700.641539962129,1
30.66850728944977,47.453546795676814,3544.773592477992,0
23.997691110495076,66.71894979943103,3490.1065221909835,0
28.172053556380323,46.58211944320709,3442.623283913905,0
21.76697809219403,60.30727406310784,3549.5078623520353,0
53.60593019938299,38.31223534709662,3705.0611808630965,1
39.85853492896112,64.77822872864215,3450.460983556942,0
58.77620750016909,45.16712505783463,3752.6037556705373,1
25.71281045047543,73.9411273731856,3416.054224765511,0
63.62813968556753,36.060054113756415,3696.6475842533036,1
56.36071850333305,21.485982090920768,3780.1170589777475,1
39.01803794200698,55.61799517649399,3303.7739278575878,0
26.167709295289928,61.40829702807367,3477.011007238857,0
35.65186641132581,45.997608792824444,3500.4031706505607,0
26.571904113032552,79.74523962860168,3488.219944342624,0
32.07590103219598,74.52590354059294,3546.5694173704105,0
26.347418340609302,79.02290833753338,3499.761218738494,0
37.78640975844324,62.27901937373685,3550.9888802780774,0
66.8598335114588,22.299944498958673,3986.6583222943304,1
25.334155019434426,65.17067040795689,3439.9358581160577,0
34.55386662265242,55.020444335777526,3553.7112919112037,0
37.67225182259277,51.1246534751285,3350.65774533129,0
33.035154763547126,58.79828991286149,3387.0418489419358,0
52.78103786041964,29.391422464244684,3777.6377639483126,1
55.97631988521301,44.80024437192382,3728.665096953121,1
37.80917722300891,51.36523003568561,3422.2079864884686,0
33.10845310223673,56.11691686352033,3491.2260257569446,0
24.968397121966067,68.42635478830583,3484.9872516385044,0
22.509382635987986,50.667290225050166,3331.6152221994525,0
20.43312881960929,60.543955710124706,3357.8765083681596,0
23.14794942309671,43.98758002596526,3378.0668892766716,0
20.49062644712531,79.4865374957538,3336.8423759431744,0
24.69423913176752,62.12591313711705,3447.2414109322795,0
30.599269999722484,45.29177061260278,3570.970691830956,0
60.28736996752578,40.58729028358643,3766.5438999836374,1
24.778869036393594,43.22203068740413,3472.3643715122444,0
22.915468160797854,66.79359170066118,3430.7956139752628,0
30.47357772728481,40.10568373855956,3527.8515524498316,0
23.54623008185126,62.74869346115652,3564.4369382413415,0
25.56084272235404,75.09672903976715,3571.4804679267136,0
26.939567097773605,54.941804308754385,3411.129961820624,0
28.267607178234687,46.727582191934886,3330.712928154787,0
25.901222242875185,73.75865858937325,3451.876118720656,0
35.01776712991902,64.06485249110821,3569.536682885861,0
73.64182907009528,28.544727339603146,3804.1576475831885,1
29.942644196740112,66.74056941368849,3509.5816134670185,0
39.343935323776805,63.792331536053624,3536.6141586550407,0
28.402579152633297,55.236863982453656,3522.9151258620677,0
28.248254237292578,52.38598936770632,3470.3209385146915,0
35.025890826041014,67.97567224061878,3307.6600206399576,0
28.915681052498957,74.86490992117115,3412.1656564821233,0
23.65218831774434,53.405202895022924,3466.2260623960406,0
37.986549867472334,47.981064242467795,3418.26248149343,0
50.254751408996874,46.11567394462955,3741.6547462690346,1
71.74991361609962,20.58975862348653,3962.8595264239407,1
27.35273236815747,53.22589600942048,3401.329460620774,0
79.05258071869994,23.690766435807028,4016.414369259232,1
50.71939317416578,36.98736530030419,3702.638130863627,1
34.56742253227513,48.45666974357434,3336.0551896221796,0
39.74736313470545,49.824168217293625,3357.4824989822955,0
35.36765233620646,56.830469734386924,3332.894531138036,0
26.553582061950458,70.73213973103844,3532.3132614678652,0
59.51279042811997,40.75840263207999,3697.651173363807,1
62.58525935340046,36.991708602251265,3756.8447992429783,1
33.4528702778145,64.45079785462886,3404.9132216344574,0
22.23924489111549,63.085317147789844,3341.346839939104,0
32.394873562622465,50.63369742610081,3358.3280900805926,0
31.121227833757917,79.79821654695573,3308.3400136564383,0
35.07985248751376,56.30902821066188,3420.974704694748,0
23.060497616298193,51.7723123586236,3362.6317546992304,0
29.69843834453986,67.30579250191845,3575.5184611810805,0
29.159258880752752,44.10703312080061,3447.759561126284,0
66.8868450425176,11.757934068431409,4039.5027255703785,1
72.93596876123969,20.547703399439005,3887.0844878951452,1
